listing_id,seller_id,listed_date,category,price
L0005832,S000742,2025-08-23,Automotive Parts,114.47
L0005833,S000742,2025-08-25,Automotive Parts,73.26
L0005834,S000742,2025-09-01,Automotive Parts,41.2
L0005835,S000742,2025-08-22,Automotive Parts,49.81
L0005836,S000742,2025-09-11,Automotive Parts,112.2
L0005837,S000743,2025-05-08,Electronics,41.57
L0005838,S000743,2025-04-24,Electronics,83.8
L0005839,S000743,2025-04-15,Electronics,64.82
L0005840,S000743,2025-04-11,Electronics,65.57
L0005841,S000743,2025-04-21,Electronics,80.68
L0005842,S000743,2025-04-25,Electronics,114.71
L0005843,S000743,2025-05-02,Electronics,60.28
L0005844,S000743,2025-05-04,Electronics,29.89
L0005845,S000743,2025-04-11,Electronics,101.81
L0005846,S000743,2025-04-17,Electronics,45.47
L0005847,S000743,2025-04-18,Electronics,45.86
L0005848,S000743,2025-05-06,Electronics,44.53
L0005849,S000744,2025-10-30,Automotive Parts,25.2
L0005850,S000744,2025-10-21,Automotive Parts,115.24
L0005851,S000745,2025-05-16,Home & Kitchen,7.87
L0005852,S000745,2025-05-23,Home & Kitchen,42.25
L0005853,S000745,2025-05-28,Home & Kitchen,110.05
L0005854,S000745,2025-06-03,Home & Kitchen,21.69
L0005855,S000745,2025-05-27,Home & Kitchen,30.47
L0005856,S000745,2025-05-27,Home & Kitchen,34.19
L0005857,S000746,2025-08-10,Jewelry,62.72
L0005858,S000746,2025-07-14,Jewelry,54.71
L0005859,S000746,2025-07-30,Jewelry,38.47
L0005860,S000746,2025-07-27,Jewelry,107.33
L0005861,S000746,2025-07-26,Jewelry,15.49
L0005862,S000746,2025-08-10,Jewelry,96.55
L0005863,S000747,2025-05-10,Electronics,60.41
L0005864,S000747,2025-04-26,Electronics,30.48
L0005865,S000747,2025-05-08,Electronics,71.49
L0005866,S000747,2025-05-10,Electronics,47.53
L0005867,S000747,2025-05-03,Electronics,54.9
L0005868,S000747,2025-05-11,Electronics,37.65
L0005869,S000747,2025-05-10,Electronics,10.02
L0005870,S000747,2025-04-25,Electronics,27.76
L0005871,S000747,2025-05-14,Electronics,51.14
L0005872,S000747,2025-05-13,Electronics,41.7
L0005873,S000748,2025-05-08,Toys,100.99
L0005874,S000748,2025-05-08,Toys,46.64
L0005875,S000748,2025-05-09,Toys,36.43
L0005876,S000748,2025-05-03,Toys,72.49
L0005877,S000748,2025-04-25,Toys,88.08
L0005878,S000748,2025-05-01,Toys,49.16
L0005879,S000748,2025-04-28,Toys,47.52
L0005880,S000748,2025-04-29,Toys,81.38
L0005881,S000748,2025-05-24,Toys,116.1
L0005882,S000748,2025-05-17,Toys,70.87
L0005883,S000748,2025-05-15,Toys,37.44
L0005884,S000748,2025-04-29,Toys,32.8
L0005885,S000749,2025-03-03,Sports,35.87
L0005886,S000749,2025-03-09,Sports,64.4
L0005887,S000749,2025-03-28,Sports,36.42
L0005888,S000749,2025-03-22,Sports,31.49
L0005889,S000749,2025-03-12,Sports,57.71
L0005890,S000749,2025-03-15,Sports,33.89
L0005891,S000750,2025-12-26,Jewelry,999.99
L0005892,S000750,2026-01-05,Electronics,499.99
L0005893,S000750,2026-01-01,Jewelry,199.99
L0005894,S000750,2025-12-25,Electronics,49.99
L0005895,S000750,2026-01-08,Electronics,199.99
L0005896,S000750,2026-01-01,Electronics,99.99
L0005897,S000750,2026-01-15,Electronics,499.99
L0005898,S000750,2025-12-23,Electronics,499.99
L0005899,S000750,2025-12-28,Electronics,199.99
L0005900,S000750,2025-12-26,Electronics,999.99
L0005901,S000750,2026-01-14,Electronics,199.99
L0005902,S000750,2026-01-10,Electronics,99.99
L0005903,S000750,2025-12-26,Jewelry,199.99
L0005904,S000750,2025-12-27,Jewelry,49.99
L0005905,S000750,2025-12-21,Electronics,999.99
L0005906,S000750,2026-01-11,Electronics,499.99
L0005907,S000750,2026-01-08,Jewelry,499.99
L0005908,S000750,2025-12-25,Jewelry,999.99
L0005909,S000750,2025-12-27,Electronics,199.99
L0005910,S000750,2026-01-14,Electronics,199.99
L0005911,S000750,2026-01-13,Electronics,499.99
L0005912,S000750,2025-12-26,Jewelry,99.99
L0005913,S000750,2025-12-21,Electronics,999.99
L0005914,S000750,2026-01-06,Electronics,199.99
L0005915,S000750,2025-12-21,Electronics,199.99
L0005916,S000750,2026-01-07,Jewelry,499.99
L0005917,S000750,2025-12-17,Electronics,499.99
L0005918,S000751,2025-03-13,Fashion,31.58
L0005919,S000751,2025-03-21,Fashion,18.54
L0005920,S000751,2025-03-16,Fashion,57.81
L0005921,S000751,2025-02-25,Fashion,48.7
L0005922,S000751,2025-03-03,Fashion,58.94
L0005923,S000751,2025-03-23,Fashion,19.57
L0005924,S000751,2025-03-03,Fashion,19.29
L0005925,S000751,2025-03-19,Fashion,87.78
L0005926,S000751,2025-03-04,Fashion,25.86
L0005927,S000751,2025-03-10,Fashion,41.49
L0005928,S000751,2025-03-09,Fashion,39.04
L0005929,S000752,2025-02-07,Electronics,36.93
L0005930,S000752,2025-02-15,Electronics,70.7
L0005931,S000752,2025-02-05,Electronics,54.79
L0005932,S000752,2025-02-20,Electronics,17.86
L0005933,S000752,2025-02-11,Electronics,37.96
L0005934,S000752,2025-02-26,Electronics,86.68
L0005935,S000752,2025-02-09,Electronics,64.17
L0005936,S000752,2025-02-06,Electronics,146.82
L0005937,S000752,2025-02-19,Electronics,53.51
L0005938,S000752,2025-02-11,Electronics,52.11
L0005939,S000752,2025-02-20,Electronics,128.74
L0005940,S000753,2025-12-12,Books,42.26
L0005941,S000753,2025-12-25,Books,69.65
L0005942,S000753,2026-01-01,Books,20.55
L0005943,S000753,2025-12-22,Books,39.14
L0005944,S000753,2025-12-15,Books,87.59
L0005945,S000753,2025-12-29,Books,19.45
L0005946,S000753,2025-12-26,Books,44.86
L0005947,S000753,2025-12-30,Books,30.95
L0005948,S000753,2025-12-22,Books,187.92
L0005949,S000753,2025-12-27,Books,100.86
L0005950,S000753,2025-12-19,Books,58.08
L0005951,S000753,2025-12-15,Books,38.43
L0005952,S000753,2025-12-15,Books,197.67
L0005953,S000753,2025-12-19,Books,68.16
L0005954,S000754,2025-08-17,Electronics,70.09
L0005955,S000754,2025-08-13,Electronics,169.93
L0005956,S000754,2025-07-27,Electronics,52.87
L0005957,S000754,2025-08-16,Electronics,89.0
L0005958,S000754,2025-07-31,Electronics,85.82
L0005959,S000755,2025-06-14,Grocery,80.21
L0005960,S000755,2025-06-24,Grocery,17.37
L0005961,S000755,2025-06-27,Grocery,50.66
L0005962,S000755,2025-06-21,Grocery,42.91
L0005963,S000755,2025-06-14,Grocery,70.0
L0005964,S000755,2025-06-09,Grocery,29.27
L0005965,S000755,2025-06-10,Grocery,24.94
L0005966,S000755,2025-06-28,Grocery,51.4
L0005967,S000755,2025-06-30,Grocery,96.41
L0005968,S000756,2025-10-02,Electronics,45.71
L0005969,S000756,2025-10-18,Electronics,44.67
L0005970,S000756,2025-10-01,Electronics,47.8
L0005971,S000756,2025-09-29,Electronics,38.77
L0005972,S000756,2025-10-15,Electronics,49.04
L0005973,S000756,2025-10-12,Electronics,59.4
L0005974,S000756,2025-10-01,Electronics,24.04
L0005975,S000756,2025-10-18,Electronics,17.39
L0005976,S000756,2025-10-23,Electronics,102.81
L0005977,S000756,2025-10-20,Electronics,32.94
L0005978,S000756,2025-10-17,Electronics,13.34
L0005979,S000756,2025-09-27,Electronics,25.82
L0005980,S000756,2025-10-12,Electronics,17.86
L0005981,S000756,2025-09-30,Electronics,42.64
L0005982,S000757,2025-05-24,Automotive Parts,27.04
L0005983,S000757,2025-06-15,Automotive Parts,16.14
L0005984,S000757,2025-05-22,Automotive Parts,21.07
L0005985,S000757,2025-06-08,Automotive Parts,42.81
L0005986,S000757,2025-06-07,Automotive Parts,59.9
L0005987,S000758,2025-03-05,Sports,75.43
L0005988,S000758,2025-02-25,Sports,42.43
L0005989,S000758,2025-03-05,Sports,37.18
L0005990,S000758,2025-02-22,Sports,50.55
L0005991,S000758,2025-03-17,Sports,40.99
L0005992,S000759,2025-10-05,Automotive Parts,73.03
L0005993,S000759,2025-10-08,Automotive Parts,84.64
L0005994,S000759,2025-10-11,Automotive Parts,42.61
L0005995,S000759,2025-10-22,Automotive Parts,44.82
L0005996,S000759,2025-10-18,Automotive Parts,160.35
L0005997,S000759,2025-09-25,Automotive Parts,81.67
L0005998,S000759,2025-10-20,Automotive Parts,28.89
L0005999,S000759,2025-10-08,Automotive Parts,44.76
L0006000,S000759,2025-09-28,Automotive Parts,43.88
L0006001,S000759,2025-10-12,Automotive Parts,64.63
L0006002,S000759,2025-09-24,Automotive Parts,20.09
L0006003,S000759,2025-10-09,Automotive Parts,179.33
L0006004,S000760,2025-03-11,Fashion,7.1
L0006005,S000760,2025-03-24,Fashion,62.93
L0006006,S000760,2025-04-02,Fashion,148.8
L0006007,S000760,2025-03-20,Fashion,56.91
L0006008,S000760,2025-03-26,Fashion,79.18
L0006009,S000761,2025-08-17,Home & Kitchen,17.66
L0006010,S000761,2025-07-24,Home & Kitchen,29.16
L0006011,S000761,2025-08-19,Home & Kitchen,45.75
L0006012,S000761,2025-08-15,Home & Kitchen,17.63
L0006013,S000761,2025-08-02,Home & Kitchen,46.81
L0006014,S000761,2025-08-10,Home & Kitchen,125.14
L0006015,S000761,2025-08-13,Home & Kitchen,61.2
L0006016,S000761,2025-08-04,Home & Kitchen,90.73
L0006017,S000761,2025-08-15,Home & Kitchen,92.31
L0006018,S000761,2025-08-15,Home & Kitchen,57.18
L0006019,S000761,2025-08-01,Home & Kitchen,60.68
L0006020,S000762,2025-12-20,Toys,79.84
L0006021,S000762,2026-01-03,Toys,19.68
L0006022,S000762,2025-12-21,Toys,78.22
L0006023,S000762,2025-12-30,Toys,29.02
L0006024,S000762,2026-01-07,Toys,22.21
L0006025,S000762,2026-01-09,Toys,59.87
L0006026,S000762,2026-01-10,Toys,80.08
L0006027,S000762,2026-01-05,Toys,80.05
L0006028,S000762,2026-01-08,Toys,32.0
L0006029,S000762,2025-12-23,Toys,72.62
L0006030,S000763,2025-12-24,Electronics,31.3
L0006031,S000763,2025-12-25,Electronics,123.47
L0006032,S000763,2025-12-24,Electronics,62.15
L0006033,S000763,2025-12-26,Electronics,175.47
L0006034,S000764,2025-05-29,Fashion,35.43
L0006035,S000764,2025-06-07,Fashion,39.14
L0006036,S000764,2025-06-09,Fashion,169.14
L0006037,S000764,2025-05-12,Fashion,60.05
L0006038,S000764,2025-06-05,Fashion,56.57
L0006039,S000764,2025-05-12,Fashion,54.14
L0006040,S000764,2025-06-02,Fashion,5.97
L0006041,S000765,2025-10-30,Beauty,11.85
L0006042,S000765,2025-11-07,Beauty,108.44
L0006043,S000765,2025-10-21,Beauty,59.86
L0006044,S000765,2025-10-26,Beauty,104.55
L0006045,S000765,2025-11-03,Beauty,47.2
L0006046,S000766,2025-08-22,Grocery,27.36
L0006047,S000766,2025-08-15,Grocery,225.08
L0006048,S000766,2025-09-07,Grocery,33.72
L0006049,S000767,2025-06-27,Grocery,25.05
L0006050,S000767,2025-07-18,Grocery,31.43
L0006051,S000767,2025-07-03,Grocery,142.3
L0006052,S000767,2025-07-10,Grocery,22.21
L0006053,S000767,2025-07-20,Grocery,13.04
L0006054,S000767,2025-07-23,Grocery,49.32
L0006055,S000767,2025-07-20,Grocery,30.5
L0006056,S000767,2025-07-19,Grocery,46.01
L0006057,S000767,2025-07-13,Grocery,28.64
L0006058,S000767,2025-06-28,Grocery,40.74
L0006059,S000767,2025-07-23,Grocery,23.14
L0006060,S000767,2025-07-21,Grocery,28.82
L0006061,S000767,2025-07-20,Grocery,33.88
L0006062,S000767,2025-07-03,Grocery,37.87
L0006063,S000768,2025-03-03,Electronics,99.99
L0006064,S000768,2025-03-02,Electronics,499.99
L0006065,S000768,2025-02-21,Electronics,999.99
L0006066,S000768,2025-02-27,Electronics,499.99
L0006067,S000768,2025-03-03,Jewelry,499.99
L0006068,S000768,2025-02-24,Jewelry,499.99
L0006069,S000768,2025-03-17,Electronics,199.99
L0006070,S000768,2025-02-28,Electronics,999.99
L0006071,S000768,2025-03-09,Electronics,99.99
L0006072,S000768,2025-03-05,Electronics,199.99
L0006073,S000768,2025-03-05,Electronics,999.99
L0006074,S000768,2025-03-13,Electronics,499.99
L0006075,S000768,2025-03-22,Jewelry,99.99
L0006076,S000768,2025-03-03,Electronics,99.99
L0006077,S000768,2025-03-17,Electronics,99.99
L0006078,S000768,2025-02-28,Electronics,199.99
L0006079,S000768,2025-02-26,Electronics,199.99
L0006080,S000768,2025-03-08,Electronics,499.99
L0006081,S000768,2025-03-14,Jewelry,999.99
L0006082,S000768,2025-03-17,Electronics,49.99
L0006083,S000768,2025-02-22,Jewelry,499.99
L0006084,S000768,2025-02-21,Jewelry,99.99
L0006085,S000769,2025-05-29,Electronics,19.44
L0006086,S000770,2025-08-27,Jewelry,199.99
L0006087,S000770,2025-09-20,Electronics,999.99
L0006088,S000770,2025-09-02,Electronics,999.99
L0006089,S000770,2025-09-03,Electronics,49.99
L0006090,S000770,2025-09-21,Jewelry,99.99
L0006091,S000770,2025-09-13,Electronics,99.99
L0006092,S000770,2025-08-28,Jewelry,199.99
L0006093,S000770,2025-09-02,Jewelry,199.99
L0006094,S000770,2025-09-02,Electronics,199.99
L0006095,S000770,2025-08-27,Electronics,499.99
L0006096,S000770,2025-09-19,Jewelry,199.99
L0006097,S000770,2025-09-18,Jewelry,499.99
L0006098,S000770,2025-09-10,Electronics,49.99
L0006099,S000770,2025-09-02,Jewelry,199.99
L0006100,S000770,2025-09-18,Electronics,199.99
L0006101,S000770,2025-08-28,Electronics,199.99
L0006102,S000770,2025-09-14,Electronics,99.99
L0006103,S000770,2025-09-22,Electronics,49.99
L0006104,S000770,2025-09-18,Electronics,49.99
L0006105,S000770,2025-09-09,Jewelry,99.99
L0006106,S000770,2025-08-26,Electronics,499.99
L0006107,S000770,2025-09-21,Electronics,199.99
L0006108,S000770,2025-08-29,Electronics,499.99
L0006109,S000770,2025-09-07,Jewelry,99.99
L0006110,S000770,2025-09-15,Jewelry,99.99
L0006111,S000770,2025-09-07,Jewelry,99.99
L0006112,S000770,2025-09-23,Jewelry,999.99
L0006113,S000771,2026-01-19,Beauty,17.74
L0006114,S000771,2026-01-04,Beauty,25.24
L0006115,S000771,2026-01-05,Beauty,66.52
L0006116,S000772,2025-01-23,Grocery,19.27
L0006117,S000772,2025-01-19,Grocery,70.49
L0006118,S000772,2025-01-02,Grocery,32.36
L0006119,S000773,2025-10-11,Home & Kitchen,68.43
L0006120,S000773,2025-10-18,Home & Kitchen,49.7
L0006121,S000773,2025-10-05,Home & Kitchen,52.69
L0006122,S000773,2025-09-25,Home & Kitchen,58.7
L0006123,S000773,2025-10-15,Home & Kitchen,46.4
L0006124,S000773,2025-10-10,Home & Kitchen,85.18
L0006125,S000773,2025-10-12,Home & Kitchen,22.69
L0006126,S000773,2025-09-26,Home & Kitchen,27.13
L0006127,S000774,2025-11-05,Beauty,81.06
L0006128,S000774,2025-11-16,Beauty,89.93
L0006129,S000774,2025-11-29,Beauty,71.31
L0006130,S000775,2025-12-24,Home & Kitchen,50.51
L0006131,S000776,2025-07-01,Home & Kitchen,76.34
L0006132,S000776,2025-07-03,Home & Kitchen,99.39
L0006133,S000776,2025-06-18,Home & Kitchen,87.43
L0006134,S000776,2025-06-28,Home & Kitchen,78.71
L0006135,S000776,2025-06-19,Home & Kitchen,29.65
L0006136,S000777,2025-02-22,Grocery,14.23
L0006137,S000777,2025-03-07,Grocery,36.45
L0006138,S000777,2025-03-13,Grocery,17.45
L0006139,S000777,2025-03-08,Grocery,30.55
L0006140,S000777,2025-03-07,Grocery,40.42
L0006141,S000777,2025-02-21,Grocery,10.29
L0006142,S000777,2025-02-24,Grocery,84.56
L0006143,S000777,2025-03-12,Grocery,144.78
L0006144,S000777,2025-03-11,Grocery,51.69
L0006145,S000777,2025-02-15,Grocery,83.64
L0006146,S000777,2025-03-13,Grocery,14.81
L0006147,S000777,2025-03-05,Grocery,137.1
L0006148,S000778,2025-05-02,Toys,28.43
L0006149,S000779,2025-11-19,Books,28.38
L0006150,S000779,2025-11-24,Books,48.89
L0006151,S000780,2025-12-05,Electronics,14.82
L0006152,S000780,2025-11-19,Electronics,74.87
L0006153,S000780,2025-11-22,Electronics,28.85
L0006154,S000781,2025-09-16,Sports,6.33
L0006155,S000781,2025-08-23,Sports,96.45
L0006156,S000781,2025-09-19,Sports,13.67
L0006157,S000781,2025-09-16,Sports,73.5
L0006158,S000781,2025-08-30,Sports,32.77
L0006159,S000781,2025-08-24,Sports,28.82
L0006160,S000781,2025-09-12,Sports,89.17
L0006161,S000781,2025-08-21,Sports,55.85
L0006162,S000782,2025-02-15,Toys,35.84
L0006163,S000782,2025-02-23,Toys,33.2
L0006164,S000782,2025-03-12,Toys,52.97
L0006165,S000782,2025-03-02,Toys,42.26
L0006166,S000782,2025-02-20,Toys,20.68
L0006167,S000782,2025-03-06,Toys,8.37
L0006168,S000783,2025-03-12,Automotive Parts,43.08
L0006169,S000783,2025-02-21,Automotive Parts,85.86
L0006170,S000783,2025-02-26,Automotive Parts,34.6
L0006171,S000783,2025-02-16,Automotive Parts,21.55
L0006172,S000783,2025-03-08,Automotive Parts,84.99
L0006173,S000783,2025-03-09,Automotive Parts,7.18
L0006174,S000783,2025-03-15,Automotive Parts,55.86
L0006175,S000783,2025-03-03,Automotive Parts,39.19
L0006176,S000783,2025-02-25,Automotive Parts,23.83
L0006177,S000783,2025-02-22,Automotive Parts,26.68
L0006178,S000783,2025-03-13,Automotive Parts,41.25
L0006179,S000784,2025-07-07,Toys,36.27
L0006180,S000784,2025-07-07,Toys,131.47
L0006181,S000784,2025-07-03,Toys,48.62
L0006182,S000784,2025-06-29,Toys,68.03
L0006183,S000784,2025-07-13,Toys,21.15
L0006184,S000784,2025-07-03,Toys,42.11
L0006185,S000785,2025-08-11,Fashion,152.7
L0006186,S000785,2025-08-22,Fashion,34.28
L0006187,S000785,2025-08-03,Fashion,29.26
L0006188,S000785,2025-08-25,Fashion,24.39
L0006189,S000785,2025-08-10,Fashion,40.22
L0006190,S000785,2025-08-06,Fashion,19.31
L0006191,S000785,2025-08-06,Fashion,98.2
L0006192,S000785,2025-08-12,Fashion,145.81
L0006193,S000785,2025-08-08,Fashion,37.82
L0006194,S000785,2025-08-05,Fashion,117.93
L0006195,S000785,2025-08-10,Fashion,23.63
L0006196,S000785,2025-08-26,Fashion,36.62
L0006197,S000785,2025-08-05,Fashion,83.79
L0006198,S000785,2025-08-03,Fashion,67.87
L0006199,S000786,2025-01-25,Books,44.59
L0006200,S000786,2025-01-14,Books,73.2
L0006201,S000786,2025-02-05,Books,31.99
L0006202,S000786,2025-01-21,Books,58.37
L0006203,S000786,2025-01-25,Books,75.11
L0006204,S000787,2025-09-21,Fashion,26.82
L0006205,S000787,2025-09-10,Fashion,80.37
L0006206,S000788,2025-08-04,Automotive Parts,82.27
L0006207,S000788,2025-07-26,Automotive Parts,47.39
L0006208,S000788,2025-07-24,Automotive Parts,78.62
L0006209,S000788,2025-07-25,Automotive Parts,86.68
L0006210,S000788,2025-08-08,Automotive Parts,44.01
L0006211,S000789,2025-01-12,Beauty,117.56
L0006212,S000789,2025-01-19,Beauty,71.88
L0006213,S000789,2025-01-14,Beauty,20.63
L0006214,S000789,2025-01-25,Beauty,98.94
L0006215,S000789,2025-01-16,Beauty,24.78
L0006216,S000789,2025-01-21,Beauty,88.89
L0006217,S000789,2025-01-30,Beauty,107.17
L0006218,S000789,2025-02-03,Beauty,26.75
L0006219,S000790,2025-03-04,Grocery,43.8
L0006220,S000790,2025-02-07,Grocery,6.45
L0006221,S000790,2025-02-23,Grocery,20.46
L0006222,S000790,2025-02-04,Grocery,85.12
L0006223,S000790,2025-02-22,Grocery,41.55
L0006224,S000790,2025-02-25,Grocery,135.58
L0006225,S000790,2025-03-03,Grocery,13.44
L0006226,S000790,2025-02-06,Grocery,33.95
L0006227,S000790,2025-02-24,Grocery,23.8
L0006228,S000790,2025-02-25,Grocery,45.56
L0006229,S000790,2025-02-07,Grocery,33.78
L0006230,S000791,2025-06-25,Books,16.76
L0006231,S000791,2025-06-22,Books,52.03
L0006232,S000791,2025-07-13,Books,19.71
L0006233,S000791,2025-06-18,Books,268.67
L0006234,S000791,2025-06-27,Books,73.36
L0006235,S000791,2025-06-30,Books,90.54
L0006236,S000791,2025-06-18,Books,56.26
L0006237,S000791,2025-06-17,Books,19.39
L0006238,S000791,2025-07-13,Books,21.67
L0006239,S000792,2025-09-30,Toys,22.92
L0006240,S000792,2025-10-04,Toys,50.81
L0006241,S000792,2025-10-14,Toys,84.49
L0006242,S000792,2025-10-07,Toys,18.48
L0006243,S000792,2025-09-24,Toys,27.05
L0006244,S000792,2025-10-09,Toys,102.62
L0006245,S000792,2025-10-10,Toys,92.25
L0006246,S000792,2025-09-21,Toys,108.32
L0006247,S000793,2025-10-29,Sports,55.92
L0006248,S000793,2025-11-06,Sports,103.39
L0006249,S000793,2025-11-26,Sports,71.94
L0006250,S000793,2025-10-31,Sports,45.36
L0006251,S000793,2025-11-06,Sports,94.1
L0006252,S000794,2025-07-05,Fashion,21.19
L0006253,S000794,2025-06-29,Fashion,31.58
L0006254,S000794,2025-06-19,Fashion,60.24
L0006255,S000794,2025-06-16,Fashion,77.71
L0006256,S000794,2025-06-07,Fashion,116.66
L0006257,S000794,2025-06-08,Fashion,48.36
L0006258,S000794,2025-06-22,Fashion,26.25
L0006259,S000794,2025-06-20,Fashion,60.08
L0006260,S000794,2025-06-22,Fashion,72.41
L0006261,S000794,2025-06-16,Fashion,90.92
L0006262,S000794,2025-06-28,Fashion,107.03
L0006263,S000794,2025-06-28,Fashion,167.95
L0006264,S000794,2025-07-06,Fashion,51.18
L0006265,S000795,2025-05-03,Jewelry,49.99
L0006266,S000795,2025-04-20,Electronics,199.99
L0006267,S000795,2025-05-10,Electronics,499.99
L0006268,S000795,2025-04-20,Jewelry,99.99
L0006269,S000795,2025-05-11,Electronics,49.99
L0006270,S000795,2025-05-08,Electronics,199.99
L0006271,S000795,2025-04-21,Electronics,199.99
L0006272,S000795,2025-04-25,Jewelry,199.99
L0006273,S000795,2025-04-26,Electronics,99.99
L0006274,S000795,2025-05-13,Electronics,99.99
L0006275,S000795,2025-05-01,Jewelry,49.99
L0006276,S000795,2025-04-27,Jewelry,499.99
L0006277,S000795,2025-04-26,Electronics,499.99
L0006278,S000795,2025-04-28,Electronics,499.99
L0006279,S000795,2025-04-22,Electronics,199.99
L0006280,S000795,2025-05-14,Electronics,199.99
L0006281,S000795,2025-04-19,Jewelry,499.99
L0006282,S000795,2025-05-17,Electronics,999.99
L0006283,S000795,2025-05-16,Electronics,999.99
L0006284,S000795,2025-05-12,Electronics,99.99
L0006285,S000795,2025-05-13,Electronics,499.99
L0006286,S000795,2025-05-06,Electronics,499.99
L0006287,S000795,2025-05-11,Jewelry,499.99
L0006288,S000796,2026-01-02,Grocery,43.71
L0006289,S000796,2025-12-30,Grocery,69.69
L0006290,S000796,2025-12-20,Grocery,65.18
L0006291,S000796,2026-01-14,Grocery,15.24
L0006292,S000796,2025-12-31,Grocery,49.91
L0006293,S000796,2026-01-01,Grocery,74.88
L0006294,S000797,2025-06-18,Automotive Parts,76.52
L0006295,S000797,2025-06-26,Automotive Parts,87.5
L0006296,S000797,2025-07-13,Automotive Parts,44.38
L0006297,S000798,2025-05-17,Jewelry,100.45
L0006298,S000798,2025-04-29,Jewelry,33.01
L0006299,S000798,2025-05-19,Jewelry,111.17
L0006300,S000798,2025-05-22,Jewelry,96.05
L0006301,S000798,2025-05-18,Jewelry,48.27
L0006302,S000798,2025-04-27,Jewelry,29.46
L0006303,S000798,2025-05-08,Jewelry,64.53
L0006304,S000798,2025-05-19,Jewelry,61.09
L0006305,S000799,2025-06-12,Beauty,22.52
L0006306,S000799,2025-07-04,Beauty,53.87
L0006307,S000799,2025-07-02,Beauty,70.35
L0006308,S000799,2025-07-02,Beauty,43.7
L0006309,S000799,2025-06-27,Beauty,30.88
L0006310,S000799,2025-07-08,Beauty,38.61
L0006311,S000799,2025-06-21,Beauty,15.15
L0006312,S000799,2025-07-05,Beauty,88.19
L0006313,S000799,2025-06-11,Beauty,32.35
L0006314,S000800,2025-01-19,Beauty,57.85
L0006315,S000800,2025-01-15,Beauty,12.11
L0006316,S000800,2025-01-29,Beauty,60.51
L0006317,S000800,2025-01-18,Beauty,33.54
L0006318,S000801,2025-04-23,Beauty,40.51
L0006319,S000801,2025-04-24,Beauty,62.76
L0006320,S000802,2025-07-08,Grocery,97.34
L0006321,S000802,2025-07-21,Grocery,10.03
L0006322,S000802,2025-07-30,Grocery,188.41
L0006323,S000802,2025-07-19,Grocery,30.47
L0006324,S000802,2025-07-17,Grocery,41.36
L0006325,S000802,2025-08-03,Grocery,140.79
L0006326,S000802,2025-08-03,Grocery,22.91
L0006327,S000802,2025-08-03,Grocery,107.62
L0006328,S000802,2025-07-17,Grocery,32.92
L0006329,S000802,2025-08-04,Grocery,76.43
L0006330,S000803,2025-12-15,Books,123.28
L0006331,S000803,2025-12-10,Books,63.47
L0006332,S000803,2025-12-15,Books,85.05
L0006333,S000803,2025-12-10,Books,42.25
L0006334,S000803,2025-12-10,Books,27.32
L0006335,S000803,2025-12-29,Books,43.97
L0006336,S000803,2025-12-31,Books,63.91
L0006337,S000803,2025-12-28,Books,85.28
L0006338,S000803,2025-12-20,Books,21.62
L0006339,S000803,2025-12-28,Books,47.0
L0006340,S000804,2025-10-12,Grocery,54.03
L0006341,S000804,2025-10-21,Grocery,47.84
L0006342,S000804,2025-10-21,Grocery,93.56
L0006343,S000804,2025-10-26,Grocery,34.53
L0006344,S000804,2025-10-22,Grocery,29.93
L0006345,S000804,2025-10-24,Grocery,11.8
L0006346,S000804,2025-10-22,Grocery,81.72
L0006347,S000804,2025-10-15,Grocery,53.01
L0006348,S000804,2025-09-27,Grocery,11.54
L0006349,S000804,2025-09-29,Grocery,52.07
L0006350,S000804,2025-10-14,Grocery,32.05
L0006351,S000805,2025-11-07,Automotive Parts,42.19
L0006352,S000805,2025-11-03,Automotive Parts,36.83
L0006353,S000805,2025-11-08,Automotive Parts,11.76
L0006354,S000805,2025-11-04,Automotive Parts,116.89
L0006355,S000805,2025-10-31,Automotive Parts,29.95
L0006356,S000805,2025-11-08,Automotive Parts,67.86
L0006357,S000805,2025-11-02,Automotive Parts,126.29
L0006358,S000805,2025-11-04,Automotive Parts,98.48
L0006359,S000806,2025-08-13,Beauty,17.67
L0006360,S000806,2025-07-30,Beauty,20.66
L0006361,S000806,2025-07-23,Beauty,38.86
L0006362,S000806,2025-07-23,Beauty,6.67
L0006363,S000806,2025-08-02,Beauty,157.5
L0006364,S000807,2025-02-21,Books,46.98
L0006365,S000807,2025-03-07,Books,105.98
L0006366,S000807,2025-02-19,Books,46.87
L0006367,S000807,2025-03-10,Books,12.51
L0006368,S000808,2025-06-03,Sports,55.91
L0006369,S000808,2025-05-27,Sports,30.05
L0006370,S000809,2026-01-14,Automotive Parts,66.71
L0006371,S000809,2026-01-14,Automotive Parts,50.11
L0006372,S000809,2026-01-26,Automotive Parts,99.04
L0006373,S000809,2026-01-18,Automotive Parts,29.86
L0006374,S000809,2026-01-06,Automotive Parts,57.71
L0006375,S000809,2026-01-24,Automotive Parts,45.9
L0006376,S000809,2026-01-04,Automotive Parts,41.17
L0006377,S000809,2026-01-28,Automotive Parts,47.28
L0006378,S000809,2026-01-22,Automotive Parts,40.01
L0006379,S000809,2026-01-09,Automotive Parts,57.24
L0006380,S000809,2026-01-14,Automotive Parts,54.63
L0006381,S000810,2025-01-22,Beauty,17.28
L0006382,S000810,2025-02-01,Beauty,96.87
