transaction_id,seller_id,buyer_id,transaction_date,amount
T00003823,S000255,B0013841,2025-05-08,9.84
T00003824,S000255,B0013268,2025-03-18,14.13
T00003825,S000255,B0004755,2025-05-05,52.23
T00003826,S000255,B0001043,2025-04-17,48.5
T00003827,S000255,B0012095,2025-03-05,29.2
T00003828,S000255,B0003041,2025-04-06,19.96
T00003829,S000255,B0013558,2025-03-05,17.21
T00003830,S000255,B0004567,2025-03-10,26.17
T00003831,S000255,B0002657,2025-03-20,19.05
T00003832,S000255,B0002442,2025-03-01,56.71
T00003833,S000255,B0013288,2025-03-23,63.7
T00003834,S000255,B0009501,2025-03-16,9.83
T00003835,S000255,B0010184,2025-04-25,9.69
T00003836,S000255,B0001005,2025-03-07,27.21
T00003837,S000255,B0009062,2025-03-28,28.49
T00003838,S000255,B0008818,2025-05-09,5.0
T00003839,S000255,B0006005,2025-05-05,49.72
T00003840,S000255,B0000978,2025-04-17,15.14
T00003841,S000255,B0013524,2025-02-27,67.72
T00003842,S000255,B0002826,2025-03-09,36.84
T00003843,S000255,B0001274,2025-02-22,12.89
T00003844,S000255,B0006592,2025-03-28,54.09
T00003845,S000255,B0002609,2025-05-20,17.03
T00003846,S000255,B0006791,2025-05-05,56.9
T00003847,S000255,B0011501,2025-03-29,33.06
T00003848,S000255,B0006770,2025-03-07,43.07
T00003849,S000257,B0004232,2025-03-30,61.22
T00003850,S000257,B0009883,2025-03-06,9.85
T00003851,S000257,B0014193,2025-04-12,12.5
T00003852,S000257,B0006299,2025-03-14,40.41
T00003853,S000257,B0005674,2025-04-19,91.1
T00003854,S000257,B0012724,2025-04-04,31.78
T00003855,S000257,B0000540,2025-02-24,6.91
T00003856,S000257,B0012850,2025-02-28,67.61
T00003857,S000258,B0000620,2025-05-04,32.77
T00003858,S000258,B0003301,2025-05-11,76.2
T00003859,S000258,B0014201,2025-04-07,37.29
T00003860,S000258,B0011221,2025-05-24,6.57
T00003861,S000258,B0007313,2025-03-22,18.16
T00003862,S000258,B0000210,2025-04-20,29.33
T00003863,S000258,B0011602,2025-04-12,31.37
T00003864,S000258,B0006773,2025-04-23,21.49
T00003865,S000258,B0004852,2025-03-27,30.9
T00003866,S000258,B0001935,2025-05-18,136.36
T00003867,S000258,B0011558,2025-03-29,63.4
T00003868,S000258,B0014280,2025-04-05,65.63
T00003869,S000258,B0008470,2025-03-31,27.62
T00003870,S000258,B0005964,2025-03-07,40.68
T00003871,S000258,B0008924,2025-04-28,80.95
T00003872,S000258,B0005451,2025-04-23,66.66
T00003873,S000258,B0004400,2025-04-28,41.61
T00003874,S000258,B0014270,2025-03-09,10.43
T00003875,S000258,B0010546,2025-05-09,37.9
T00003876,S000258,B0007750,2025-04-30,5.0
T00003877,S000258,B0008563,2025-04-27,12.98
T00003878,S000258,B0006796,2025-03-22,8.92
T00003879,S000258,B0003883,2025-04-10,35.56
T00003880,S000258,B0006608,2025-05-30,50.56
T00003881,S000258,B0005315,2025-04-17,17.54
T00003882,S000258,B0007133,2025-04-14,30.45
T00003883,S000258,B0004456,2025-05-23,80.96
T00003884,S000259,B0000299,2025-10-06,37.6
T00003885,S000259,B0008642,2025-09-02,67.21
T00003886,S000259,B0002383,2025-09-30,24.46
T00003887,S000259,B0003167,2025-09-30,6.52
T00003888,S000259,B0008911,2025-08-11,14.1
T00003889,S000259,B0005677,2025-10-26,42.89
T00003890,S000259,B0009332,2025-10-04,53.48
T00003891,S000259,B0002878,2025-10-08,56.67
T00003892,S000259,B0001408,2025-10-19,132.52
T00003893,S000259,B0013289,2025-09-29,35.1
T00003894,S000259,B0000637,2025-09-11,15.27
T00003895,S000259,B0013099,2025-08-26,56.51
T00003896,S000259,B0011846,2025-09-10,22.74
T00003897,S000259,B0005896,2025-10-26,34.3
T00003898,S000259,B0004121,2025-08-29,15.94
T00003899,S000260,B0013758,2025-11-10,17.86
T00003900,S000260,B0001284,2025-12-11,73.89
T00003901,S000260,B0004875,2025-12-05,39.93
T00003902,S000260,B0010845,2026-01-07,72.95
T00003903,S000260,B0009761,2025-12-13,71.45
T00003904,S000260,B0005215,2025-12-15,21.2
T00003905,S000260,B0009343,2025-11-05,112.08
T00003906,S000260,B0012531,2026-01-02,21.11
T00003907,S000260,B0005566,2025-10-19,45.13
T00003908,S000260,B0009863,2025-11-24,44.85
T00003909,S000261,B0004241,2025-05-23,7.47
T00003910,S000261,B0002776,2025-05-05,40.33
T00003911,S000261,B0009597,2025-05-24,17.65
T00003912,S000261,B0010523,2025-03-19,22.73
T00003913,S000261,B0014817,2025-04-17,126.45
T00003914,S000261,B0000607,2025-03-20,30.72
T00003915,S000261,B0004086,2025-03-15,8.95
T00003916,S000261,B0006060,2025-04-27,28.47
T00003917,S000261,B0013600,2025-03-31,86.86
T00003918,S000261,B0008620,2025-03-24,12.77
T00003919,S000261,B0009872,2025-05-02,28.21
T00003920,S000261,B0001233,2025-04-30,47.29
T00003921,S000261,B0011302,2025-05-15,61.11
T00003922,S000261,B0012629,2025-05-27,100.96
T00003923,S000261,B0002998,2025-04-08,41.37
T00003924,S000261,B0009578,2025-04-23,61.23
T00003925,S000261,B0004585,2025-05-24,10.43
T00003926,S000261,B0011086,2025-04-28,8.58
T00003927,S000261,B0010289,2025-05-03,36.99
T00003928,S000261,B0011064,2025-04-26,69.2
T00003929,S000261,B0008809,2025-05-04,92.41
T00003930,S000262,B0012790,2025-06-10,38.95
T00003931,S000263,B0002785,2026-01-11,49.72
T00003932,S000263,B0003969,2026-02-20,20.12
T00003933,S000263,B0013607,2026-02-22,38.22
T00003934,S000263,B0004275,2026-02-11,55.68
T00003935,S000263,B0011398,2025-12-11,62.86
T00003936,S000263,B0007047,2026-02-14,43.02
T00003937,S000263,B0008501,2026-02-24,136.26
T00003938,S000263,B0004649,2025-12-17,34.84
T00003939,S000263,B0006850,2026-02-24,5.0
T00003940,S000263,B0003232,2025-12-30,20.78
T00003941,S000263,B0010076,2026-02-25,34.19
T00003942,S000263,B0000136,2026-01-05,33.83
T00003943,S000263,B0009012,2025-12-24,155.05
T00003944,S000263,B0011403,2026-02-02,14.53
T00003945,S000263,B0011937,2026-02-19,32.22
T00003946,S000263,B0013522,2026-01-08,57.6
T00003947,S000263,B0006879,2026-01-06,27.62
T00003948,S000263,B0008802,2025-12-27,49.83
T00003949,S000263,B0010642,2026-02-20,27.21
T00003950,S000263,B0011263,2026-02-09,11.99
T00003951,S000263,B0013021,2026-01-17,49.95
T00003952,S000264,B0001562,2026-01-28,10.41
T00003953,S000264,B0006752,2026-03-20,43.7
T00003954,S000265,B0002905,2025-08-13,154.72
T00003955,S000265,B0014832,2025-08-10,26.27
T00003956,S000265,B0013279,2025-08-26,297.88
T00003957,S000265,B0008103,2025-08-26,392.67
T00003958,S000265,B0001788,2025-08-26,193.39
T00003959,S000265,B0006804,2025-08-26,456.29
T00003960,S000265,B0009283,2025-08-26,122.36
T00003961,S000265,B0003641,2025-08-27,231.82
T00003962,S000265,B0006471,2025-08-25,403.66
T00003963,S000265,B0014528,2025-08-25,246.74
T00003964,S000265,B0011189,2025-08-26,436.31
T00003965,S000265,B0013519,2025-08-26,176.85
T00003966,S000265,B0011910,2025-08-25,229.8
T00003967,S000265,B0013009,2025-08-26,119.99
T00003968,S000265,B0011916,2025-08-25,287.25
T00003969,S000265,B0000167,2025-08-27,234.25
T00003970,S000265,B0011780,2025-08-26,107.27
T00003971,S000266,B0014850,2025-08-31,82.19
T00003972,S000266,B0009258,2025-08-13,54.63
T00003973,S000266,B0008573,2025-07-01,15.67
T00003974,S000266,B0009466,2025-06-15,25.0
T00003975,S000266,B0002006,2025-07-31,76.34
T00003976,S000266,B0007788,2025-07-25,71.27
T00003977,S000266,B0003083,2025-09-01,69.61
T00003978,S000266,B0002814,2025-06-19,11.0
T00003979,S000266,B0012322,2025-08-13,52.79
T00003980,S000266,B0003648,2025-08-21,69.18
T00003981,S000266,B0009921,2025-07-05,22.8
T00003982,S000266,B0013688,2025-07-07,24.28
T00003983,S000266,B0003261,2025-06-16,32.76
T00003984,S000266,B0008717,2025-08-13,31.35
T00003985,S000266,B0012649,2025-08-26,9.89
T00003986,S000266,B0011559,2025-07-04,31.72
T00003987,S000266,B0001031,2025-09-03,28.77
T00003988,S000266,B0002076,2025-06-18,58.09
T00003989,S000266,B0010521,2025-06-19,36.62
T00003990,S000266,B0012397,2025-06-18,16.4
T00003991,S000266,B0008783,2025-06-14,112.18
T00003992,S000266,B0006933,2025-08-29,59.53
T00003993,S000267,B0013931,2025-06-01,6.22
T00003994,S000267,B0002188,2025-06-26,16.68
T00003995,S000267,B0008007,2025-06-26,29.12
T00003996,S000267,B0014893,2025-05-31,104.43
T00003997,S000267,B0004130,2025-05-14,22.26
T00003998,S000267,B0003543,2025-06-16,21.63
T00003999,S000267,B0002659,2025-05-07,41.0
T00004000,S000267,B0009335,2025-05-13,9.48
T00004001,S000267,B0006249,2025-06-03,32.15
T00004002,S000267,B0000796,2025-05-24,69.48
T00004003,S000267,B0007120,2025-05-13,27.16
T00004004,S000267,B0012272,2025-06-26,107.74
T00004005,S000268,B0009745,2025-09-16,88.05
T00004006,S000268,B0005474,2025-09-05,35.0
T00004007,S000268,B0011150,2025-11-05,22.25
T00004008,S000268,B0012606,2025-10-20,7.15
T00004009,S000268,B0001440,2025-09-12,97.22
T00004010,S000268,B0008138,2025-08-28,47.26
T00004011,S000268,B0003826,2025-08-21,105.73
T00004012,S000268,B0010271,2025-10-06,9.65
T00004013,S000268,B0002129,2025-10-04,25.19
T00004014,S000268,B0001605,2025-08-12,34.03
T00004015,S000268,B0002591,2025-08-17,5.0
T00004016,S000268,B0001268,2025-11-03,15.52
T00004017,S000268,B0005251,2025-09-16,45.1
T00004018,S000268,B0006788,2025-10-23,28.8
T00004019,S000268,B0002012,2025-10-24,35.11
T00004020,S000268,B0003378,2025-08-25,7.21
T00004021,S000268,B0002530,2025-09-08,27.62
T00004022,S000268,B0006298,2025-11-06,31.08
T00004023,S000268,B0011994,2025-09-28,26.0
T00004024,S000268,B0003772,2025-09-05,17.23
T00004025,S000268,B0000141,2025-10-16,35.46
T00004026,S000268,B0011770,2025-10-17,30.05
T00004027,S000268,B0010181,2025-09-22,76.12
T00004028,S000268,B0001895,2025-09-14,46.13
T00004029,S000268,B0001758,2025-09-29,40.24
T00004030,S000268,B0005371,2025-08-24,16.74
T00004031,S000268,B0013514,2025-11-08,62.74
T00004032,S000268,B0014765,2025-10-26,57.7
T00004033,S000268,B0007288,2025-09-04,7.82
T00004034,S000269,B_COL_S000269_0,2025-09-27,92.15
T00004035,S000269,B_COL_S000269_1,2025-08-22,59.37
T00004036,S000269,B_COL_S000269_1,2025-10-09,22.61
T00004037,S000269,B_COL_S000269_3,2025-10-20,35.25
T00004038,S000269,B_COL_S000269_3,2025-10-18,63.58
T00004039,S000269,B_COL_S000269_1,2025-10-24,23.97
T00004040,S000269,B_COL_S000269_2,2025-10-22,31.79
T00004041,S000269,B_COL_S000269_3,2025-10-10,72.62
T00004042,S000269,B_COL_S000269_0,2025-09-26,42.77
T00004043,S000269,B_COL_S000269_2,2025-08-27,9.33
T00004044,S000269,B_COL_S000269_2,2025-09-05,57.56
T00004045,S000269,B_COL_S000269_3,2025-09-01,48.82
T00004046,S000269,B_COL_S000269_3,2025-08-23,13.23
T00004047,S000269,B_COL_S000269_1,2025-09-20,5.0
T00004048,S000269,B_COL_S000269_0,2025-08-29,38.74
T00004049,S000269,B_COL_S000269_1,2025-10-10,14.95
T00004050,S000269,B_COL_S000269_0,2025-08-30,41.54
T00004051,S000269,B_COL_S000269_2,2025-10-18,70.61
T00004052,S000269,B_COL_S000269_1,2025-10-14,14.09
T00004053,S000269,B_COL_S000269_2,2025-09-18,28.21
T00004054,S000269,B_COL_S000269_1,2025-10-15,29.38
T00004055,S000269,B_COL_S000269_1,2025-09-07,36.78
T00004056,S000269,B_COL_S000269_3,2025-08-10,30.04
T00004057,S000269,B_COL_S000269_1,2025-08-17,37.76
T00004058,S000269,B_COL_S000269_3,2025-09-30,27.38
T00004059,S000269,B_COL_S000269_0,2025-10-16,190.82
T00004060,S000269,B_COL_S000269_3,2025-09-07,34.72
T00004061,S000269,B_COL_S000269_1,2025-08-26,121.52
T00004062,S000269,B_COL_S000269_0,2025-09-28,10.32
T00004063,S000270,B0014226,2025-05-12,54.56
T00004064,S000270,B0012215,2025-05-15,89.19
T00004065,S000270,B0001730,2025-05-06,54.35
T00004066,S000270,B0000009,2025-05-27,20.03
T00004067,S000270,B0012799,2025-05-10,5.0
T00004068,S000270,B0010791,2025-07-06,34.05
T00004069,S000271,B0008719,2025-03-27,28.07
T00004070,S000271,B0001041,2025-03-30,25.95
T00004071,S000271,B0007362,2025-01-14,14.31
T00004072,S000271,B0006884,2025-03-21,37.26
T00004073,S000271,B0006193,2025-01-09,45.19
T00004074,S000271,B0013800,2025-02-03,44.41
T00004075,S000271,B0014327,2025-03-05,73.23
T00004076,S000271,B0001819,2025-04-07,30.78
T00004077,S000271,B0008821,2025-03-01,42.44
T00004078,S000271,B0012293,2025-01-16,48.73
T00004079,S000271,B0001049,2025-01-29,35.81
T00004080,S000271,B0000192,2025-04-01,27.44
T00004081,S000271,B0003137,2025-03-30,30.0
T00004082,S000271,B0011379,2025-01-25,5.0
T00004083,S000271,B0000215,2025-02-22,16.82
T00004084,S000271,B0007594,2025-03-20,49.44
T00004085,S000271,B0009624,2025-03-30,53.79
T00004086,S000271,B0012524,2025-03-08,32.77
T00004087,S000271,B0013247,2025-03-03,35.86
T00004088,S000271,B0010916,2025-03-17,30.0
T00004089,S000271,B0014606,2025-04-02,5.0
T00004090,S000271,B0004600,2025-01-28,5.0
T00004091,S000271,B0011354,2025-01-31,23.29
T00004092,S000271,B0014004,2025-01-20,17.18
T00004093,S000271,B0009670,2025-01-17,48.57
T00004094,S000271,B0008802,2025-01-20,55.55
T00004095,S000271,B0002767,2025-03-14,18.85
T00004096,S000271,B0003371,2025-03-25,15.29
T00004097,S000272,B0001343,2025-04-06,40.21
T00004098,S000272,B0009684,2025-05-25,79.61
T00004099,S000272,B0009793,2025-04-29,14.64
T00004100,S000272,B0002780,2025-04-04,35.87
T00004101,S000272,B0002482,2025-05-22,47.92
T00004102,S000272,B0002949,2025-04-04,32.12
T00004103,S000272,B0009011,2025-03-20,105.61
T00004104,S000272,B0003487,2025-04-29,15.76
T00004105,S000272,B0004586,2025-05-18,16.45
T00004106,S000272,B0005169,2025-05-11,65.54
T00004107,S000272,B0000139,2025-05-05,9.79
T00004108,S000272,B0010076,2025-03-16,32.61
T00004109,S000272,B0008367,2025-05-02,13.45
T00004110,S000272,B0013140,2025-05-23,10.49
T00004111,S000272,B0014835,2025-04-16,82.32
T00004112,S000272,B0010295,2025-04-18,27.82
T00004113,S000272,B0002318,2025-04-10,64.14
T00004114,S000272,B0000706,2025-04-05,11.52
T00004115,S000272,B0008007,2025-05-18,17.23
T00004116,S000272,B0009870,2025-05-09,52.37
T00004117,S000272,B0010758,2025-04-28,29.2
T00004118,S000272,B0000884,2025-05-22,58.69
T00004119,S000272,B0013747,2025-03-23,118.37
T00004120,S000273,B0003279,2026-01-28,23.45
T00004121,S000273,B0003334,2026-03-07,6.05
T00004122,S000273,B0009671,2026-02-16,62.62
T00004123,S000273,B0005470,2025-12-26,5.0
T00004124,S000273,B0013054,2026-01-27,22.52
T00004125,S000273,B0004878,2025-12-17,22.42
T00004126,S000274,B0011752,2025-08-05,27.93
T00004127,S000274,B0011853,2025-08-21,16.79
T00004128,S000274,B0013645,2025-07-10,19.2
T00004129,S000274,B0013021,2025-07-04,8.39
T00004130,S000274,B0001853,2025-07-12,80.31
T00004131,S000274,B0005299,2025-07-09,25.72
T00004132,S000274,B0000287,2025-06-23,10.81
T00004133,S000274,B0002614,2025-07-20,26.23
T00004134,S000274,B0010034,2025-06-27,40.5
T00004135,S000274,B0008328,2025-07-16,51.74
T00004136,S000274,B0012145,2025-06-26,8.64
T00004137,S000274,B0004323,2025-06-25,30.12
T00004138,S000274,B0005755,2025-06-30,62.72
T00004139,S000274,B0014208,2025-08-08,20.08
T00004140,S000274,B0007903,2025-08-02,23.12
T00004141,S000274,B0009641,2025-06-06,61.87
T00004142,S000274,B0011162,2025-06-02,5.0
T00004143,S000274,B0000600,2025-08-28,28.31
T00004144,S000274,B0009634,2025-07-28,34.4
T00004145,S000274,B0012250,2025-06-14,25.49
T00004146,S000274,B0005816,2025-07-25,28.66
T00004147,S000274,B0013775,2025-08-09,67.65
T00004148,S000274,B0012871,2025-07-04,23.09
T00004149,S000274,B0012213,2025-08-02,27.47
T00004150,S000274,B0008256,2025-08-15,46.53
T00004151,S000274,B0005586,2025-06-14,26.98
T00004152,S000274,B0002175,2025-06-16,13.43
T00004153,S000274,B0002582,2025-06-11,66.13
T00004154,S000274,B0002760,2025-06-15,30.06
T00004155,S000275,B0005649,2025-08-23,15.8
T00004156,S000275,B0003479,2025-07-16,25.6
T00004157,S000275,B0003689,2025-08-22,27.59
T00004158,S000275,B0008377,2025-08-31,104.75
T00004159,S000275,B0013550,2025-09-11,52.6
T00004160,S000275,B0013394,2025-09-02,32.7
T00004161,S000275,B0004147,2025-08-23,79.78
T00004162,S000275,B0005194,2025-08-04,47.12
T00004163,S000276,B0010834,2025-08-12,51.78
T00004164,S000276,B0004773,2025-09-11,15.32
T00004165,S000276,B0004249,2025-07-30,34.37
T00004166,S000276,B0006362,2025-06-30,104.27
T00004167,S000276,B0004093,2025-08-05,13.46
T00004168,S000276,B0010285,2025-07-14,40.46
T00004169,S000276,B0012175,2025-07-21,30.2
T00004170,S000276,B0005329,2025-08-16,64.48
T00004171,S000277,B0000645,2026-01-05,60.31
T00004172,S000277,B0012316,2025-11-13,51.6
T00004173,S000277,B0003667,2025-11-25,62.93
T00004174,S000277,B0009220,2025-12-09,60.45
T00004175,S000277,B0011057,2025-12-04,10.96
T00004176,S000277,B0005045,2025-12-16,98.12
T00004177,S000277,B0010336,2025-10-25,71.8
T00004178,S000277,B0006546,2025-11-02,47.85
T00004179,S000277,B0003401,2025-11-02,7.4
T00004180,S000277,B0000707,2025-10-28,30.14
T00004181,S000277,B0011674,2025-11-28,15.24
T00004182,S000277,B0002038,2025-12-05,47.31
T00004183,S000277,B0013541,2025-12-10,47.21
T00004184,S000277,B0008678,2025-12-17,17.05
T00004185,S000277,B0002905,2025-10-24,32.11
T00004186,S000277,B0012721,2025-11-11,15.49
T00004187,S000277,B0001963,2026-01-04,51.32
T00004188,S000277,B0011220,2026-01-05,50.86
T00004189,S000277,B0014225,2025-11-07,45.72
T00004190,S000277,B0008766,2025-12-25,51.21
T00004191,S000277,B0006072,2025-11-04,59.94
T00004192,S000277,B0008677,2025-11-07,56.39
T00004193,S000277,B0014013,2025-11-26,27.08
T00004194,S000277,B0007738,2025-12-27,59.24
T00004195,S000277,B0012355,2025-10-14,94.6
T00004196,S000277,B0004278,2025-12-24,37.93
T00004197,S000277,B0012076,2025-11-09,73.84
T00004198,S000277,B0002006,2025-11-01,57.58
T00004199,S000278,B0006430,2025-03-17,55.16
T00004200,S000278,B0003319,2025-02-07,52.68
T00004201,S000278,B0003310,2025-03-07,19.31
T00004202,S000279,B0002974,2025-03-18,62.72
T00004203,S000279,B0005037,2025-04-13,9.25
T00004204,S000279,B0000867,2025-02-06,19.06
T00004205,S000279,B0010470,2025-04-04,40.79
T00004206,S000279,B0013200,2025-02-03,7.0
T00004207,S000279,B0011339,2025-02-23,11.21
T00004208,S000279,B0009086,2025-02-10,41.29
T00004209,S000279,B0005974,2025-04-28,18.47
T00004210,S000279,B0011504,2025-04-26,35.18
T00004211,S000279,B0006530,2025-03-19,52.84
T00004212,S000279,B0011381,2025-04-28,24.63
T00004213,S000279,B0009697,2025-02-17,13.33
T00004214,S000279,B0014990,2025-03-18,5.0
T00004215,S000279,B0008684,2025-03-08,16.58
T00004216,S000279,B0002220,2025-03-01,81.35
T00004217,S000279,B0011593,2025-03-17,62.65
T00004218,S000279,B0007902,2025-02-07,33.66
T00004219,S000279,B0012986,2025-04-04,50.53
T00004220,S000279,B0003207,2025-04-01,39.85
T00004221,S000279,B0011875,2025-03-16,23.24
T00004222,S000279,B0007455,2025-03-03,19.43
T00004223,S000279,B0008593,2025-02-10,26.56
T00004224,S000279,B0007472,2025-04-19,100.03
T00004225,S000279,B0014492,2025-04-24,77.84
T00004226,S000279,B0010678,2025-04-17,41.22
T00004227,S000279,B0010082,2025-04-15,27.61
T00004228,S000280,B0014711,2025-07-06,15.75
T00004229,S000280,B0009230,2025-06-20,35.61
T00004230,S000280,B0007819,2025-07-06,65.77
T00004231,S000280,B0012288,2025-05-24,19.7
T00004232,S000280,B0002794,2025-06-05,71.43
T00004233,S000280,B0013576,2025-05-08,23.46
T00004234,S000280,B0014818,2025-06-14,17.44
T00004235,S000280,B0005638,2025-06-13,91.87
T00004236,S000280,B0013793,2025-05-09,65.6
T00004237,S000280,B0004951,2025-04-29,57.07
T00004238,S000280,B0014721,2025-05-02,53.66
T00004239,S000281,B0009456,2025-09-10,101.32
T00004240,S000281,B0004507,2025-09-23,5.0
T00004241,S000281,B0010402,2025-08-21,13.85
T00004242,S000282,B0007715,2025-10-09,30.7
T00004243,S000282,B0014728,2025-09-12,39.85
T00004244,S000282,B0007986,2025-11-14,52.7
T00004245,S000282,B0004945,2025-10-08,82.54
T00004246,S000282,B0007712,2025-09-12,36.3
T00004247,S000282,B0003882,2025-09-25,5.26
T00004248,S000282,B0010546,2025-10-02,80.84
T00004249,S000282,B0010149,2025-11-01,35.85
T00004250,S000282,B0009286,2025-10-09,60.36
T00004251,S000282,B0010318,2025-10-10,111.63
T00004252,S000282,B0002226,2025-10-12,11.78
T00004253,S000282,B0008787,2025-11-24,28.89
T00004254,S000282,B0011224,2025-10-18,14.88
T00004255,S000282,B0008471,2025-11-07,27.32
T00004256,S000282,B0014284,2025-10-31,9.18
T00004257,S000282,B0005446,2025-11-05,49.93
T00004258,S000282,B0008384,2025-11-08,23.59
T00004259,S000283,B0002629,2025-07-29,25.31
T00004260,S000283,B0002472,2025-06-30,56.52
T00004261,S000283,B0001641,2025-08-07,34.02
T00004262,S000283,B0007583,2025-09-08,8.32
T00004263,S000283,B0009129,2025-09-05,67.59
T00004264,S000283,B0008387,2025-07-08,17.97
T00004265,S000283,B0002032,2025-07-13,19.7
T00004266,S000283,B0006846,2025-07-10,10.78
T00004267,S000283,B0009923,2025-07-28,5.7
T00004268,S000283,B0008179,2025-07-13,102.62
T00004269,S000283,B0010062,2025-06-29,97.08
T00004270,S000283,B0000992,2025-08-30,48.41
T00004271,S000283,B0006091,2025-07-08,18.66
T00004272,S000283,B0006504,2025-08-15,72.39
T00004273,S000283,B0012184,2025-09-14,5.0
T00004274,S000284,B0014556,2025-08-21,22.76
T00004275,S000284,B0013274,2025-09-02,81.64
T00004276,S000284,B0003888,2025-07-19,39.14
T00004277,S000284,B0005720,2025-06-30,26.93
T00004278,S000284,B0001294,2025-08-31,49.2
T00004279,S000285,B0007645,2026-03-05,57.18
T00004280,S000285,B0010036,2025-12-09,25.45
T00004281,S000285,B0005458,2026-03-04,32.36
T00004282,S000285,B0007399,2026-03-01,11.49
T00004283,S000285,B0011680,2025-12-11,66.48
T00004284,S000285,B0013829,2026-02-07,37.41
T00004285,S000285,B0014943,2026-01-10,27.17
T00004286,S000285,B0002855,2025-12-29,6.85
T00004287,S000285,B0008732,2025-12-29,25.07
T00004288,S000285,B0012574,2026-01-26,58.32
T00004289,S000285,B0007742,2025-12-18,29.29
T00004290,S000285,B0002436,2026-02-23,15.5
T00004291,S000285,B0009256,2025-12-13,96.86
T00004292,S000285,B0003988,2026-01-26,38.76
T00004293,S000285,B0001814,2026-01-27,29.85
T00004294,S000285,B0011395,2026-01-18,88.4
T00004295,S000285,B0013605,2026-01-15,90.03
T00004296,S000285,B0013529,2026-02-07,37.07
T00004297,S000285,B0012800,2026-02-17,151.89
T00004298,S000285,B0014944,2025-12-22,68.53
T00004299,S000286,B0006261,2025-04-21,37.14
T00004300,S000286,B0013369,2025-03-17,64.19
T00004301,S000286,B0014931,2025-04-23,19.51
T00004302,S000286,B0007708,2025-05-26,19.46
T00004303,S000286,B0002191,2025-05-20,17.3
T00004304,S000286,B0005910,2025-05-19,7.65
T00004305,S000286,B0012436,2025-05-27,61.25
T00004306,S000286,B0011763,2025-05-11,34.59
T00004307,S000286,B0010323,2025-03-02,92.3
T00004308,S000286,B0001448,2025-04-01,83.36
T00004309,S000286,B0004579,2025-03-27,52.15
T00004310,S000286,B0001798,2025-04-12,12.71
T00004311,S000286,B0011661,2025-04-26,57.84
T00004312,S000286,B0004091,2025-03-21,153.83
T00004313,S000286,B0005258,2025-05-06,23.25
T00004314,S000286,B0010929,2025-04-13,67.9
T00004315,S000286,B0002168,2025-04-16,10.56
T00004316,S000287,B0012649,2025-08-24,11.64
T00004317,S000287,B0009530,2025-10-24,53.9
T00004318,S000287,B0001744,2025-09-05,14.27
T00004319,S000287,B0009554,2025-09-08,10.75
T00004320,S000287,B0003492,2025-08-19,18.77
T00004321,S000287,B0002713,2025-09-06,44.11
T00004322,S000287,B0014428,2025-09-18,64.12
T00004323,S000287,B0008285,2025-09-01,90.46
T00004324,S000287,B0004607,2025-08-06,70.9
T00004325,S000287,B0009879,2025-10-13,36.74
T00004326,S000287,B0012522,2025-08-01,18.95
T00004327,S000287,B0011966,2025-10-23,22.14
T00004328,S000287,B0008268,2025-10-12,50.64
T00004329,S000287,B0005097,2025-08-06,18.33
T00004330,S000287,B0000719,2025-08-20,43.44
T00004331,S000287,B0010479,2025-08-05,16.83
T00004332,S000287,B0003669,2025-10-02,93.85
T00004333,S000287,B0014981,2025-09-22,60.84
T00004334,S000287,B0012601,2025-08-10,41.72
T00004335,S000287,B0001175,2025-10-20,5.0
T00004336,S000287,B0006203,2025-10-04,37.65
T00004337,S000287,B0006132,2025-08-12,39.48
T00004338,S000287,B0003145,2025-10-15,42.93
T00004339,S000287,B0000792,2025-10-16,5.0
T00004340,S000287,B0009677,2025-08-27,57.51
T00004341,S000287,B0003826,2025-09-29,65.21
T00004342,S000288,B0002231,2025-07-23,23.4
T00004343,S000288,B0003998,2025-07-26,20.86
T00004344,S000288,B0005171,2025-07-23,40.93
T00004345,S000288,B0007936,2025-08-12,47.73
T00004346,S000288,B0005180,2025-08-11,22.82
T00004347,S000288,B0003669,2025-08-13,110.83
T00004348,S000288,B0008777,2025-08-13,60.0
T00004349,S000288,B0014842,2025-08-13,480.71
T00004350,S000288,B0004308,2025-08-13,153.25
T00004351,S000288,B0002080,2025-08-13,215.54
T00004352,S000288,B0010157,2025-08-11,344.5
T00004353,S000288,B0010531,2025-08-12,295.03
T00004354,S000288,B0001420,2025-08-11,188.46
T00004355,S000289,B0012255,2025-08-16,20.47
T00004356,S000289,B0004934,2025-07-09,21.84
T00004357,S000289,B0011112,2025-08-03,22.75
T00004358,S000289,B0011150,2025-06-24,124.39
T00004359,S000289,B0004298,2025-07-22,148.78
T00004360,S000289,B0002347,2025-08-08,45.13
T00004361,S000289,B0001061,2025-06-26,28.82
T00004362,S000289,B0012056,2025-08-15,44.33
T00004363,S000289,B0007532,2025-08-07,54.63
T00004364,S000289,B0012192,2025-07-05,57.7
T00004365,S000289,B0009571,2025-08-23,73.39
T00004366,S000289,B0006583,2025-06-30,9.3
T00004367,S000290,B0011445,2025-11-01,10.63
T00004368,S000290,B0010841,2025-12-30,97.82
T00004369,S000290,B0011349,2025-10-22,35.48
T00004370,S000290,B0013552,2025-11-18,13.79
T00004371,S000290,B0005024,2025-12-21,8.42
T00004372,S000290,B0003620,2025-11-02,8.87
T00004373,S000290,B0002930,2026-01-18,46.48
T00004374,S000292,B0000672,2026-01-17,27.7
