payout_id,seller_id,payout_date,amount,days_since_first_transaction
P000661,S000688,2025-09-20,659.59,97
P000662,S000689,2026-01-16,95.25,36
P000663,S000690,2026-04-07,1314.1,95
P000664,S000691,2026-02-03,645.52,108
P000665,S000692,2026-03-20,863.42,101
P000666,S000693,2026-02-19,12.93,11
P000667,S000694,2025-05-07,442.27,84
P000668,S000695,2025-07-25,520.14,96
P000669,S000696,2026-01-02,990.95,94
P000670,S000697,2025-11-07,472.68,89
P000671,S000698,2025-04-25,499.78,93
P000672,S000699,2025-03-02,3944.61,25
P000673,S000700,2025-10-11,174.48,73
P000674,S000701,2025-09-08,2058.3,25
P000675,S000702,2025-05-19,194.72,74
P000676,S000703,2025-06-14,477.96,98
P000677,S000704,2025-03-05,2552.69,15
P000678,S000705,2025-11-02,360.59,88
P000679,S000706,2025-04-17,248.81,100
P000680,S000707,2025-11-02,462.27,96
P000681,S000708,2025-08-31,273.2,60
P000682,S000709,2025-08-05,18.12,23
P000683,S000710,2025-12-02,279.86,78
P000684,S000711,2025-10-09,521.22,86
P000685,S000712,2025-12-29,243.03,55
P000686,S000713,2026-01-16,596.4,102
P000687,S000714,2026-03-26,862.32,108
P000688,S000715,2026-01-30,395.6,98
P000689,S000717,2025-10-19,389.42,108
P000690,S000718,2025-06-29,1024.62,90
P000691,S000719,2025-11-16,447.66,98
P000692,S000720,2025-05-31,583.77,92
P000693,S000721,2026-01-08,31.83,11
P000694,S000722,2025-12-22,40.89,14
P000695,S000723,2025-05-27,726.82,102
P000696,S000724,2026-01-17,112.79,91
P000697,S000725,2025-05-16,130.25,84
P000698,S000726,2025-12-28,1164.05,95
P000699,S000727,2025-05-11,845.73,97
P000700,S000728,2025-10-17,797.26,109
P000701,S000729,2025-11-28,187.88,86
P000702,S000730,2025-12-30,151.74,42
P000703,S000731,2025-09-21,552.09,111
P000704,S000732,2026-03-29,1010.06,116
P000705,S000733,2026-01-13,534.27,95
P000706,S000734,2025-07-04,910.11,101
P000707,S000735,2025-12-29,188.3,106
P000708,S000736,2025-12-22,689.4,85
P000709,S000737,2025-08-07,824.97,88
P000710,S000739,2026-03-08,1227.16,104
P000711,S000740,2026-02-05,1059.85,99
P000712,S000741,2026-01-15,811.08,99
P000713,S000742,2025-10-29,294.74,66
P000714,S000743,2025-08-05,437.8,117
P000715,S000744,2026-01-21,267.38,85
P000716,S000745,2025-08-21,50.97,24
P000717,S000746,2025-10-30,342.82,104
P000718,S000747,2025-08-05,995.63,100
P000719,S000748,2025-08-12,221.56,101
P000720,S000749,2025-06-24,875.16,110
P000721,S000750,2026-03-14,894.77,71
P000722,S000751,2025-06-04,138.02,88
P000723,S000752,2025-05-15,348.4,97
P000724,S000753,2026-03-05,229.86,86
P000725,S000754,2025-10-05,169.9,68
P000726,S000755,2025-09-13,129.66,79
P000727,S000756,2026-01-11,542.33,105
P000728,S000757,2025-08-23,455.25,88
P000729,S000758,2025-05-26,388.04,96
P000730,S000759,2025-11-20,204.28,56
P000731,S000760,2025-06-26,697.97,109
P000732,S000761,2025-11-03,400.67,94
P000733,S000762,2026-04-08,868.27,115
P000734,S000763,2026-03-17,836.0,98
P000735,S000764,2025-08-17,416.83,88
P000736,S000765,2026-02-01,1156.88,111
P000737,S000766,2025-11-11,1087.33,91
P000738,S000767,2025-10-12,853.94,102
P000739,S000768,2025-05-15,502.6,79
P000740,S000770,2025-11-25,627.88,78
P000741,S000771,2026-04-13,979.31,107
P000742,S000772,2025-04-26,702.78,113
P000743,S000773,2025-12-17,8.56,21
P000744,S000774,2026-01-27,140.88,57
P000745,S000775,2026-02-14,137.16,45
P000746,S000776,2025-09-30,493.58,110
P000747,S000777,2025-05-17,655.92,84
P000748,S000778,2025-07-17,836.0,99
P000749,S000779,2026-02-08,682.03,93
P000750,S000780,2026-03-03,317.99,106
P000751,S000781,2025-12-09,947.6,94
P000752,S000782,2025-05-02,126.89,72
P000753,S000783,2025-06-01,354.45,107
P000754,S000784,2025-10-06,771.8,93
P000755,S000785,2025-11-08,886.03,90
P000756,S000786,2025-04-24,200.51,75
P000757,S000787,2025-12-14,321.0,85
P000758,S000788,2025-10-15,417.7,82
P000759,S000789,2025-04-28,609.58,113
P000760,S000790,2025-05-11,1050.54,95
P000761,S000791,2025-10-08,658.59,112
P000762,S000792,2025-12-27,658.58,97
P000763,S000793,2026-02-19,102.11,59
P000764,S000794,2025-09-24,530.42,96
P000765,S000795,2025-07-13,1013.88,81
P000766,S000796,2026-03-25,1085.31,94
P000767,S000797,2025-07-10,28.68,11
P000768,S000798,2025-08-14,462.1,110
P000769,S000799,2025-09-17,725.47,93
P000770,S000800,2025-01-25,4400.55,14
P000771,S000801,2025-07-31,696.75,101
P000772,S000802,2025-10-21,67.84,31
P000773,S000804,2026-01-06,396.76,96
P000774,S000805,2026-01-26,529.52,105
P000775,S000806,2025-11-07,650.65,100
P000776,S000807,2025-05-21,565.73,100
P000777,S000808,2025-09-10,414.35,109
P000778,S000809,2026-04-03,295.28,92
P000779,S000810,2025-02-07,2367.65,7
P000780,S000811,2025-12-07,4129.37,19
P000781,S000812,2025-12-31,429.75,97
P000782,S000813,2025-07-20,81.43,81
P000783,S000814,2026-01-28,544.79,105
P000784,S000815,2026-02-22,881.67,106
P000785,S000816,2025-04-19,718.48,90
P000786,S000817,2025-05-22,909.22,101
P000787,S000818,2025-12-03,427.47,90
P000788,S000819,2026-04-22,1152.75,107
P000789,S000820,2025-04-22,627.48,102
P000790,S000821,2025-11-22,558.55,83
P000791,S000822,2025-05-26,872.86,93
P000792,S000823,2025-12-09,884.83,100
P000793,S000824,2025-11-11,202.33,85
P000794,S000825,2025-05-19,293.31,96
P000795,S000826,2025-12-21,618.18,105
P000796,S000827,2026-03-10,312.69,93
P000797,S000828,2026-02-25,707.53,101
P000798,S000829,2025-05-08,725.35,117
P000799,S000830,2025-04-25,3492.59,21
P000800,S000831,2025-06-21,130.56,47
P000801,S000832,2025-09-05,86.39,77
P000802,S000833,2025-06-01,703.32,99
P000803,S000834,2026-02-21,125.63,100
P000804,S000835,2026-01-18,427.56,97
P000805,S000836,2026-02-14,656.91,109
P000806,S000837,2025-06-18,100.08,86
P000807,S000838,2025-05-01,443.22,84
P000808,S000839,2026-03-21,301.24,76
P000809,S000841,2025-11-13,42.41,28
P000810,S000842,2026-03-16,669.59,108
P000811,S000843,2025-04-30,886.93,101
P000812,S000844,2025-04-09,739.25,90
P000813,S000845,2025-04-13,734.79,98
P000814,S000846,2025-05-19,598.95,76
P000815,S000847,2025-05-03,757.84,104
P000816,S000848,2026-02-12,1093.09,108
P000817,S000849,2025-11-14,642.17,90
P000818,S000850,2026-04-10,461.21,106
P000819,S000851,2026-01-13,547.06,84
P000820,S000852,2026-04-14,757.99,117
P000821,S000853,2025-07-20,551.84,111
P000822,S000854,2025-08-02,1049.36,108
P000823,S000855,2026-02-27,784.52,109
P000824,S000856,2025-07-23,496.71,106
P000825,S000857,2025-05-11,937.16,105
P000826,S000858,2025-12-13,418.28,81
P000827,S000859,2026-01-23,384.67,88
P000828,S000860,2026-04-08,821.25,107
P000829,S000861,2026-03-17,925.36,102
P000830,S000862,2025-05-30,549.25,103
P000831,S000863,2026-01-22,934.51,104
P000832,S000864,2026-02-16,198.7,103
P000833,S000865,2026-01-04,266.36,109
P000834,S000866,2026-02-15,188.54,85
P000835,S000867,2026-02-13,1103.57,101
P000836,S000868,2025-09-30,711.26,107
P000837,S000869,2025-04-29,732.13,97
P000838,S000870,2025-09-23,852.42,98
P000839,S000872,2025-06-04,490.12,112
P000840,S000873,2025-06-09,316.22,112
P000841,S000874,2025-11-23,28.68,25
P000842,S000875,2025-10-10,894.73,97
P000843,S000876,2025-11-01,919.53,102
P000844,S000877,2025-12-25,600.12,83
P000845,S000878,2025-11-01,367.36,102
P000846,S000879,2025-11-17,1149.9,86
P000847,S000880,2025-05-24,202.48,101
P000848,S000881,2026-02-03,89.51,88
P000849,S000882,2025-07-01,2778.05,12
P000850,S000883,2025-06-13,503.07,106
P000851,S000884,2026-01-21,353.11,74
P000852,S000885,2025-12-23,62.06,71
P000853,S000886,2025-05-02,328.87,98
P000854,S000887,2025-04-06,3409.04,12
P000855,S000888,2025-04-17,324.9,101
P000856,S000889,2025-07-12,90.19,92
P000857,S000890,2025-05-20,183.82,93
P000858,S000891,2025-11-16,34.07,55
P000859,S000892,2025-10-14,550.66,86
P000860,S000893,2026-04-14,282.18,106
P000861,S000894,2026-01-08,231.21,97
P000862,S000895,2025-09-08,3363.8,16
P000863,S000896,2025-09-13,216.44,57
P000864,S000897,2025-05-06,738.31,104
P000865,S000898,2025-05-16,181.84,103
P000866,S000899,2025-11-14,370.8,91
P000867,S000900,2025-04-14,503.81,98
P000868,S000901,2025-04-27,390.63,99
P000869,S000902,2025-06-24,613.06,93
P000870,S000903,2026-02-28,229.69,98
P000871,S000904,2025-10-05,475.07,80
P000872,S000905,2025-12-26,673.53,101
P000873,S000906,2025-09-21,749.38,109
P000874,S000907,2025-06-30,183.69,105
P000875,S000908,2025-08-13,532.43,89
P000876,S000909,2025-05-18,932.5,98
P000877,S000910,2026-01-23,280.41,91
P000878,S000911,2025-06-12,282.59,90
P000879,S000912,2025-08-25,276.49,89
P000880,S000913,2026-04-03,763.48,99
P000881,S000914,2025-11-27,690.6,114
P000882,S000915,2025-08-01,97.78,45
P000883,S000916,2025-10-22,516.91,95
P000884,S000917,2025-12-18,91.48,63
P000885,S000918,2025-07-01,166.2,63
P000886,S000919,2025-12-01,1104.67,98
P000887,S000920,2026-03-06,539.53,109
P000888,S000921,2025-11-02,591.68,82
P000889,S000922,2025-10-02,311.7,101
P000890,S000923,2025-05-29,570.29,96
P000891,S000924,2025-07-16,505.14,96
P000892,S000925,2026-03-09,87.39,50
P000893,S000926,2025-08-03,89.13,11
P000894,S000927,2025-06-29,71.92,68
P000895,S000928,2025-06-25,2851.18,22
P000896,S000929,2025-11-03,55.63,24
P000897,S000930,2025-10-17,1005.41,89
P000898,S000931,2025-12-27,227.16,105
P000899,S000932,2025-07-04,2177.85,89
P000900,S000934,2025-10-04,901.18,111
P000901,S000935,2026-04-03,1015.7,114
P000902,S000936,2025-06-02,426.35,80
P000903,S000937,2025-06-07,667.96,93
P000904,S000938,2025-09-30,561.03,104
P000905,S000939,2025-10-06,896.9,93
P000906,S000940,2026-01-02,669.81,111
P000907,S000941,2025-09-17,691.91,111
P000908,S000942,2026-02-28,169.2,83
P000909,S000943,2025-09-19,258.19,75
P000910,S000944,2025-05-25,842.74,94
P000911,S000945,2025-06-03,301.39,103
P000912,S000946,2026-04-01,657.35,99
P000913,S000947,2025-06-09,552.85,105
P000914,S000948,2026-04-08,270.06,103
P000915,S000949,2025-07-24,843.76,103
P000916,S000950,2025-05-28,815.44,113
P000917,S000951,2025-07-28,1006.36,86
P000918,S000952,2025-11-27,668.26,105
P000919,S000953,2025-09-15,404.66,97
P000920,S000954,2026-01-18,1169.48,94
P000921,S000955,2025-12-01,1108.88,111
P000922,S000956,2025-06-24,1951.16,28
P000923,S000957,2025-12-11,330.36,105
P000924,S000958,2026-04-13,313.1,102
P000925,S000959,2025-09-20,819.01,112
P000926,S000960,2025-05-29,94.1,85
P000927,S000961,2025-09-13,189.66,78
P000928,S000962,2026-02-06,569.33,80
P000929,S000963,2025-07-06,765.26,106
P000930,S000964,2026-03-19,518.65,94
P000931,S000966,2025-11-19,222.86,91
P000932,S000967,2025-07-31,147.24,85
P000933,S000968,2026-03-14,744.15,101
P000934,S000969,2025-04-12,1188.15,79
P000935,S000970,2025-08-05,800.07,106
P000936,S000971,2025-08-11,181.71,67
P000937,S000973,2025-09-30,295.74,60
P000938,S000974,2025-06-08,467.38,92
P000939,S000975,2025-06-27,686.7,92
P000940,S000976,2025-05-12,257.26,57
P000941,S000977,2025-11-22,951.44,114
P000942,S000978,2025-05-30,2916.05,19
P000943,S000979,2025-11-01,875.83,93
P000944,S000980,2025-09-30,278.92,55
P000945,S000981,2025-12-13,549.26,85
P000946,S000982,2025-11-08,719.18,111
P000947,S000984,2025-11-05,153.36,92
P000948,S000985,2025-12-11,368.52,105
P000949,S000986,2025-12-04,339.22,88
P000950,S000987,2025-07-24,65.3,61
P000951,S000988,2025-07-22,435.09,112
P000952,S000989,2026-01-15,119.29,59
P000953,S000990,2025-08-12,141.71,57
P000954,S000991,2025-10-30,386.76,98
P000955,S000993,2025-09-24,497.46,93
P000956,S000994,2025-10-30,617.09,107
P000957,S000995,2025-12-09,643.88,107
P000958,S000996,2025-10-06,37.63,13
P000959,S000997,2025-08-19,667.58,96
P000960,S000998,2026-04-07,782.29,101
P000961,S000999,2025-10-12,328.06,90
P000962,S001000,2026-01-25,105.49,79
P000963,S001001,2025-12-28,250.05,87
P000964,S001002,2025-10-20,340.32,76
P000965,S001003,2026-03-10,862.58,107
P000966,S001004,2025-06-10,553.47,95
P000967,S001005,2026-03-04,346.48,88
P000968,S001006,2026-03-02,542.13,112
P000969,S001007,2025-10-20,247.89,98
P000970,S001008,2026-01-19,466.72,102
P000971,S001009,2025-10-25,496.31,100
P000972,S001010,2025-07-08,1069.75,58
P000973,S001011,2026-02-05,977.92,96
P000974,S001012,2025-06-30,1956.78,86
P000975,S001013,2025-07-26,1327.18,86
P000976,S001014,2025-10-19,868.22,101
P000977,S001015,2026-02-03,894.91,93
P000978,S001016,2025-08-19,106.9,37
P000979,S001017,2025-09-24,362.48,86
P000980,S001018,2025-04-14,118.19,81
P000981,S001019,2025-06-10,1007.78,112
P000982,S001020,2025-05-06,721.89,101
P000983,S001021,2025-05-07,742.12,100
P000984,S001022,2026-02-10,374.36,84
P000985,S001023,2026-01-22,130.92,72
P000986,S001024,2026-02-15,1062.64,105
P000987,S001025,2025-05-03,414.82,90
P000988,S001026,2025-05-21,390.27,104
P000989,S001027,2025-07-23,806.57,101
P000990,S001028,2025-10-25,280.27,73
P000991,S001029,2025-08-26,640.65,114
P000992,S001030,2025-10-02,732.06,93
P000993,S001031,2025-05-27,248.84,75
P000994,S001032,2026-01-06,697.1,104
P000995,S001033,2025-08-13,254.24,93
P000996,S001034,2025-05-01,923.8,90
P000997,S001035,2026-01-08,910.02,100
P000998,S001036,2026-03-11,957.56,101
P000999,S001037,2025-04-22,954.54,106
P001000,S001039,2026-02-10,735.14,101
P001001,S001040,2025-12-10,214.42,66
P001002,S001041,2026-02-21,424.95,100
P001003,S001042,2025-09-05,747.7,92
P001004,S001043,2025-08-10,621.44,72
P001005,S001044,2025-12-06,174.0,49
P001006,S001045,2025-06-16,364.05,109
P001007,S001046,2025-07-04,560.29,95
P001008,S001047,2025-08-24,28.89,2
P001009,S001048,2025-12-11,634.04,98
P001010,S001049,2025-06-10,513.32,112
P001011,S001050,2025-10-03,422.7,63
P001012,S001051,2025-08-17,1134.99,90
P001013,S001052,2025-10-23,437.15,111
P001014,S001053,2026-04-04,145.31,100
P001015,S001054,2025-05-02,662.87,94
P001016,S001055,2026-04-09,325.65,88
P001017,S001056,2025-09-25,1058.22,103
P001018,S001057,2025-11-05,1115.77,24
P001019,S001058,2025-09-14,1290.1,97
P001020,S001059,2025-08-01,324.81,97
P001021,S001060,2026-01-22,549.55,104
P001022,S001061,2025-12-21,470.18,100
P001023,S001062,2025-06-03,693.1,96
P001024,S001063,2025-12-18,385.23,92
P001025,S001064,2025-12-07,897.51,64
P001026,S001065,2025-08-16,347.33,83
P001027,S001066,2026-03-25,967.37,101
P001028,S001067,2025-12-01,1063.82,99
P001029,S001068,2025-08-01,614.24,81
P001030,S001069,2025-03-06,29.06,14
P001031,S001070,2025-12-20,153.73,97
P001032,S001071,2025-06-22,323.06,94
P001033,S001072,2026-01-22,768.13,107
P001034,S001073,2025-10-14,872.79,93
P001035,S001074,2025-09-23,245.59,86
P001036,S001076,2026-01-02,283.1,88
P001037,S001077,2025-06-07,541.85,97
P001038,S001078,2025-09-24,668.98,104
P001039,S001079,2026-02-13,595.76,99
P001040,S001080,2026-03-08,686.23,96
P001041,S001081,2026-03-25,11.01,17
P001042,S001082,2026-04-05,290.08,104
P001043,S001083,2025-08-28,66.83,35
P001044,S001084,2025-07-02,593.18,105
P001045,S001085,2026-02-28,1024.12,116
P001046,S001086,2026-01-16,702.55,76
P001047,S001087,2026-04-10,502.65,103
P001048,S001088,2025-11-27,285.26,92
P001049,S001089,2025-06-08,839.86,106
P001050,S001090,2025-10-08,795.08,96
P001051,S001091,2025-09-27,868.96,94
P001052,S001092,2026-02-21,268.5,107
P001053,S001093,2025-08-24,534.3,88
P001054,S001094,2025-08-10,312.8,97
P001055,S001095,2025-04-29,10.9,1
P001056,S001096,2026-02-22,207.99,84
P001057,S001097,2026-01-01,200.5,76
P001058,S001098,2025-04-14,861.78,83
P001059,S001099,2025-09-18,148.42,70
P001060,S001100,2025-10-16,806.7,113
P001061,S001101,2025-09-15,937.45,86
P001062,S001102,2026-03-03,1035.5,70
P001063,S001103,2025-06-15,1031.71,103
P001064,S001104,2025-05-15,3806.59,22
P001065,S001105,2025-06-25,133.09,106
P001066,S001106,2025-07-07,108.94,73
P001067,S001107,2026-03-21,1030.35,112
P001068,S001108,2026-04-02,742.51,109
P001069,S001110,2025-10-08,16.73,13
P001070,S001111,2025-07-14,383.12,110
P001071,S001112,2025-05-09,79.79,42
P001072,S001113,2025-07-31,447.49,102
P001073,S001114,2025-06-23,431.64,102
P001074,S001115,2025-10-14,830.21,107
P001075,S001116,2026-04-10,1183.98,99
P001076,S001118,2025-12-27,763.1,95
P001077,S001119,2025-09-26,359.66,83
P001078,S001120,2025-04-13,220.04,83
P001079,S001121,2025-05-08,213.3,94
P001080,S001122,2025-08-03,1031.59,116
P001081,S001123,2025-06-27,228.53,82
P001082,S001124,2026-02-14,495.34,94
P001083,S001125,2026-02-09,296.72,97
P001084,S001126,2026-02-27,577.82,108
P001085,S001127,2025-12-05,1086.28,106
P001086,S001128,2025-10-28,195.06,72
P001087,S001129,2025-11-30,494.68,89
P001088,S001130,2025-09-12,350.35,102
P001089,S001131,2025-12-04,792.16,87
P001090,S001132,2026-01-27,583.63,102
P001091,S001133,2026-01-20,282.25,92
P001092,S001134,2025-11-28,906.89,106
P001093,S001135,2025-05-07,168.76,101
P001094,S001136,2025-12-27,723.49,89
P001095,S001137,2025-08-18,359.62,84
P001096,S001138,2026-01-08,593.21,99
P001097,S001139,2025-10-20,939.3,80
P001098,S001140,2026-02-22,796.91,94
P001099,S001141,2025-07-07,76.85,21
P001100,S001142,2026-03-12,961.09,92
P001101,S001144,2025-07-26,164.24,80
P001102,S001145,2025-10-14,314.43,99
P001103,S001146,2025-11-04,489.16,109
P001104,S001147,2026-01-31,390.66,111
P001105,S001148,2025-12-26,674.99,99
P001106,S001149,2025-12-20,120.27,34
P001107,S001150,2025-08-16,381.56,87
P001108,S001151,2025-09-24,605.96,62
P001109,S001152,2025-09-19,716.98,104
P001110,S001153,2026-03-10,623.86,97
P001111,S001154,2025-07-02,33.14,33
P001112,S001155,2025-11-07,409.47,92
P001113,S001156,2025-05-31,575.68,97
P001114,S001157,2026-02-07,519.55,87
P001115,S001158,2025-08-23,707.36,91
P001116,S001159,2025-06-20,194.97,44
P001117,S001160,2025-11-10,789.45,100
P001118,S001161,2025-10-14,80.09,33
P001119,S001162,2026-02-24,81.9,105
P001120,S001163,2025-10-20,459.85,89
P001121,S001164,2025-10-24,1032.09,108
P001122,S001165,2025-05-15,746.63,93
P001123,S001166,2025-03-18,187.56,63
P001124,S001167,2025-08-19,434.71,80
P001125,S001168,2026-04-04,590.57,92
P001126,S001169,2026-03-21,341.67,95
P001127,S001171,2025-11-30,141.24,94
P001128,S001172,2025-08-29,93.51,81
P001129,S001173,2025-06-19,542.79,102
P001130,S001174,2025-02-26,94.88,27
P001131,S001175,2025-07-20,117.03,58
P001132,S001176,2025-08-20,506.97,115
P001133,S001177,2025-06-17,1066.9,97
P001134,S001178,2025-07-12,408.03,98
P001135,S001179,2025-04-27,646.33,101
P001136,S001180,2025-11-15,1196.55,95
P001137,S001181,2026-03-12,227.04,96
P001138,S001182,2025-12-25,172.3,97
P001139,S001183,2025-08-14,92.83,61
P001140,S001184,2025-09-09,1024.23,95
P001141,S001185,2025-08-14,93.89,106
P001142,S001186,2025-05-23,266.08,81
P001143,S001187,2025-10-30,1153.36,81
P001144,S001188,2025-11-19,850.8,110
P001145,S001189,2025-04-12,127.04,92
P001146,S001190,2025-09-16,315.9,79
P001147,S001192,2025-06-15,827.7,98
P001148,S001193,2026-01-07,749.29,114
P001149,S001194,2025-10-22,474.12,102
P001150,S001195,2025-11-28,134.13,91
P001151,S001196,2025-12-21,782.66,93
P001152,S001197,2026-03-28,712.83,85
P001153,S001198,2026-01-31,824.86,101
P001154,S001199,2025-12-08,636.75,114
P001155,S001200,2026-02-24,156.06,95
P001156,S001201,2025-10-01,103.78,90
P001157,S001202,2026-04-01,530.17,90
P001158,S001203,2025-12-28,141.47,71
P001159,S001204,2025-12-04,513.97,92
P001160,S001205,2026-03-03,990.59,81
P001161,S001206,2025-09-17,109.6,45
P001162,S001207,2025-11-23,173.88,31
P001163,S001208,2025-07-21,931.6,98
P001164,S001209,2026-04-11,238.58,105
P001165,S001210,2025-11-11,427.03,77
P001166,S001211,2026-02-03,818.71,113
P001167,S001212,2025-09-15,1655.75,89
P001168,S001213,2026-02-22,871.42,99
P001169,S001215,2025-05-31,821.5,104
P001170,S001216,2025-10-20,654.59,103
P001171,S001217,2026-01-10,659.66,103
P001172,S001218,2025-11-09,2261.26,17
P001173,S001219,2025-10-06,574.91,117
P001174,S001220,2025-11-01,310.2,59
P001175,S001221,2025-11-02,497.89,93
P001176,S001222,2026-04-02,526.34,104
P001177,S001223,2025-11-16,139.37,70
P001178,S001224,2025-08-27,204.47,46
P001179,S001225,2026-03-18,70.82,85
P001180,S001226,2025-05-05,808.98,75
P001181,S001227,2026-03-29,794.19,86
P001182,S001228,2025-06-16,684.64,101
P001183,S001229,2025-07-30,103.1,102
P001184,S001230,2025-11-13,4799.46,16
P001185,S001231,2025-12-16,426.78,82
P001186,S001232,2026-03-21,84.13,86
P001187,S001233,2026-01-15,123.24,94
P001188,S001234,2025-12-03,809.54,103
P001189,S001235,2025-08-03,1182.04,86
P001190,S001236,2025-04-23,745.93,109
P001191,S001237,2025-06-01,731.61,104
P001192,S001238,2025-08-06,523.01,108
P001193,S001239,2025-03-13,140.97,37
P001194,S001240,2025-10-15,483.52,101
P001195,S001241,2026-01-23,745.15,100
P001196,S001242,2026-03-30,27.15,21
P001197,S001244,2026-02-15,107.27,82
P001198,S001246,2026-03-01,1037.76,109
P001199,S001247,2025-09-28,284.09,97
P001200,S001248,2025-08-14,698.89,105
P001201,S001249,2026-03-27,911.23,93
P001202,S001250,2025-07-07,822.81,88
P001203,S001251,2025-09-03,481.9,90
P001204,S001252,2025-05-05,1248.43,85
P001205,S001253,2026-01-14,466.36,77
P001206,S001254,2025-12-13,621.61,105
P001207,S001255,2025-05-15,628.61,92
P001208,S001256,2025-07-06,605.1,100
P001209,S001257,2025-11-03,394.13,104
P001210,S001258,2025-08-11,2590.58,18
P001211,S001259,2026-01-27,1036.04,93
P001212,S001260,2025-07-04,854.08,85
P001213,S001261,2026-03-12,237.86,78
P001214,S001262,2025-09-07,42.24,13
P001215,S001263,2026-02-06,481.06,99
P001216,S001264,2025-07-08,897.08,100
P001217,S001265,2025-04-16,374.69,83
P001218,S001266,2025-04-30,304.02,94
P001219,S001267,2025-08-07,437.64,67
P001220,S001268,2026-04-11,452.3,118
P001221,S001269,2025-05-13,220.34,112
P001222,S001270,2025-06-11,2951.16,12
P001223,S001271,2025-05-07,952.69,87
P001224,S001272,2026-03-15,402.89,96
P001225,S001273,2025-12-23,943.37,109
P001226,S001274,2026-01-08,1194.76,94
P001227,S001275,2026-01-02,706.97,104
P001228,S001276,2025-11-25,306.3,84
P001229,S001277,2026-01-29,1000.23,111
P001230,S001278,2025-04-17,93.42,69
P001231,S001279,2026-02-13,534.02,91
P001232,S001280,2025-12-31,426.17,94
P001233,S001282,2025-06-18,2346.72,25
P001234,S001284,2025-08-27,369.76,96
P001235,S001285,2025-02-08,5415.44,13
P001236,S001286,2026-02-17,739.85,66
P001237,S001287,2025-07-02,1107.99,94
P001238,S001288,2025-05-24,436.31,106
P001239,S001289,2025-11-22,275.94,91
P001240,S001290,2025-07-21,399.33,106
P001241,S001291,2026-02-09,743.96,90
P001242,S001292,2025-10-01,298.24,106
P001243,S001294,2026-03-24,373.87,97
P001244,S001295,2025-10-19,538.62,103
P001245,S001296,2025-07-31,560.93,116
P001246,S001297,2025-12-11,140.88,95
P001247,S001298,2025-11-05,567.0,111
P001248,S001299,2025-05-04,1158.44,112
P001249,S001300,2026-01-04,348.73,87
P001250,S001301,2025-09-13,801.27,96
P001251,S001302,2025-12-17,451.89,81
P001252,S001303,2026-02-12,283.32,78
P001253,S001304,2025-12-02,840.04,112
P001254,S001306,2025-05-07,20.84,9
P001255,S001307,2025-07-07,424.02,91
P001256,S001308,2025-07-03,2468.69,28
P001257,S001309,2026-01-23,196.43,68
P001258,S001310,2025-10-16,498.03,95
P001259,S001311,2025-08-08,880.96,92
P001260,S001312,2025-11-23,23.96,20
P001261,S001313,2026-02-26,877.55,108
P001262,S001314,2026-03-09,137.23,97
P001263,S001315,2025-05-07,114.71,15
P001264,S001316,2025-12-17,422.01,89
P001265,S001317,2025-11-18,986.04,101
P001266,S001318,2025-09-28,726.53,102
P001267,S001319,2025-09-01,452.8,89
P001268,S001320,2025-04-19,100.44,62
P001269,S001321,2025-07-24,1023.74,95
P001270,S001322,2025-10-26,539.96,95
P001271,S001323,2026-02-03,170.71,75
P001272,S001324,2026-02-23,265.49,101
P001273,S001325,2025-06-18,763.72,99
P001274,S001326,2025-12-24,469.3,106
P001275,S001327,2025-05-10,173.78,73
P001276,S001328,2025-09-29,3520.55,20
P001277,S001329,2025-08-06,419.4,91
P001278,S001330,2025-10-03,453.87,105
P001279,S001331,2025-12-28,824.58,99
P001280,S001332,2025-09-06,234.53,88
P001281,S001333,2026-01-22,344.19,92
P001282,S001334,2025-10-24,723.27,97
P001283,S001335,2026-04-16,120.16,105
P001284,S001336,2025-11-18,600.38,67
P001285,S001337,2025-07-28,346.28,97
P001286,S001338,2026-01-21,975.89,103
P001287,S001339,2025-08-31,661.51,92
P001288,S001340,2025-09-28,62.53,70
P001289,S001341,2025-05-28,396.24,93
P001290,S001342,2025-05-20,510.25,87
P001291,S001343,2025-10-14,49.82,50
P001292,S001344,2025-06-12,1218.01,85
P001293,S001345,2026-04-13,644.96,102
P001294,S001346,2026-03-04,490.94,109
P001295,S001347,2025-11-16,69.53,18
P001296,S001348,2026-01-05,806.22,97
P001297,S001349,2025-11-16,669.47,100
P001298,S001350,2025-05-16,107.27,106
P001299,S001351,2025-08-09,146.69,71
P001300,S001353,2026-03-07,899.91,91
P001301,S001354,2025-07-13,788.14,113
P001302,S001355,2025-10-14,306.27,103
P001303,S001356,2025-07-27,354.22,71
P001304,S001357,2025-05-13,617.43,81
P001305,S001358,2025-05-20,292.85,76
P001306,S001361,2025-04-26,660.11,89
P001307,S001362,2025-08-21,806.6,104
P001308,S001363,2025-06-25,423.21,98
P001309,S001364,2025-10-16,1443.02,81
P001310,S001365,2025-04-24,566.04,105
P001311,S001366,2025-07-23,676.85,88
P001312,S001367,2025-10-06,839.05,112
P001313,S001368,2026-04-10,521.52,110
P001314,S001369,2025-11-22,619.0,92
P001315,S001370,2026-03-05,592.56,104
P001316,S001371,2025-08-05,736.55,90
P001317,S001372,2025-10-09,642.49,109
P001318,S001373,2025-09-13,366.86,100
P001319,S001374,2026-02-05,50.42,41
P001320,S001375,2026-04-08,785.9,111
P001321,S001376,2026-02-14,160.49,51
